name,description
Xylitol,"A sugar alcohol used as a sweetener and dental care agent, known for its cavity-preventing properties."
Xylometazoline,A topical decongestant used to relieve nasal congestion by constricting blood vessels in the nasal passages.
Yellow fever virus,"An arbovirus transmitted by mosquitoes, causing yellow fever, characterized by fever, chills, loss of appetite, and muscle pain."
Zafirlukast,Zafirlukast is a leukotriene receptor antagonist used in the management of asthma and allergic rhinitis.
Zaleplon,Zaleplon is a non-benzodiazepine hypnotic agent used for the short-term treatment of insomnia.
Zaltoprofen,Zaltoprofen is a non-steroidal anti-inflammatory drug (NSAID) used for the treatment of pain and inflammation.
Zidovudine,Zidovudine is an antiretroviral medication used to prevent and treat HIV/AIDS.
Zileuton,Zileuton is a leukotriene synthesis inhibitor used for the treatment of asthma.
Zinc,"Zinc is an essential trace element important for various biological functions, including immune response and enzyme activity."
Zinc Carnosine,"Zinc Carnosine is a compound formed from zinc and the peptide carnosine, often used for gastrointestinal health."
Zinc Chloride,"Zinc Chloride is an inorganic compound used in various applications, including as a supplement and in industrial processes."
Zinc Gluconate,"Zinc Gluconate is a zinc salt of gluconic acid, commonly used as a dietary supplement for its zinc content."
Zinc Oxide,"Zinc Oxide is an inorganic compound used in topical ointments, sunscreens, and as a dietary supplement."
Zinc Sulfate,A zinc salt of sulfuric acid used as a dietary supplement and in the treatment of zinc deficiency.
Zinc Sulphate Monohydrate,A hydrated form of zinc sulfate commonly used in supplements and as a source of zinc in various applications.
Zinc acetate,A zinc salt of acetic acid used in dietary supplements and as a treatment for zinc deficiency.
Zinc bisglycinate,"A chelated form of zinc that is bound to glycine, often used for improved absorption in dietary supplements."
Zinc pyrithione,An organozinc compound used primarily as an antifungal and antibacterial agent in topical formulations.
Ziprasidone,Ziprasidone is an atypical antipsychotic used primarily to treat schizophrenia and bipolar disorder.
Zoledronic acid,Zoledronic acid is a bisphosphonate used to treat osteoporosis and to prevent skeletal-related events in patients with bone metastases.
Zolmitriptan,Zolmitriptan is a selective serotonin receptor agonist used for the acute treatment of migraine attacks.
Zolpidem,Zolpidem is a sedative-hypnotic medication used for the short-term treatment of insomnia.
Zonisamide,Zonisamide is an anticonvulsant used in the treatment of epilepsy and as an adjunct therapy for partial seizures.
Zopiclone,Zopiclone is a non-benzodiazepine hypnotic agent used for the treatment of insomnia.
Zotepine,Zotepine is an atypical antipsychotic medication used in the treatment of schizophrenia.
Zuclopenthixol,Zuclopenthixol is an antipsychotic medication primarily used to treat schizophrenia and other psychotic disorders.
charcoal,"Charcoal is a substance often used in medicine for its adsorbent properties, particularly in cases of poisoning."
n Butyl cyanoacrylate,n Butyl cyanoacrylate is a fast-acting adhesive commonly used in surgical applications and wound closure.
n acetylcarnosine,"A derivative of carnosine, n-acetylcarnosine is often studied for its potential antioxidant properties and is used in eye drops for cataract treatment."
silver nano particles,Silver nanoparticles are tiny particles of silver that exhibit antimicrobial properties and are used in various medical and consumer products for their antibacterial effects.
sodium perborate monohydrate,Sodium perborate monohydrate is a white crystalline compound used primarily as a bleaching agent and in dental applications as a source of hydrogen peroxide.
Tazobactam,Tazobactam is a beta-lactamase inhibitor that is often combined with other antibiotics to enhance their effectiveness against resistant bacteria.
Acetaminophen,"An analgesic and antipyretic agent, commonly used to relieve pain and reduce fever."
Acetate,"The conjugate base of acetic acid. In pharmaceuticals, it often refers to a salt or ester used as a counterion or in formulations."
Acetylcarnosine,"A dipeptide derivative, a naturally occurring antioxidant and antiglycation agent studied for various potential applications."
Acid Phosphate,"Generally refers to a phosphate salt where not all acidic protons have been replaced, often used as an excipient or buffering agent."
Adenosyl Methoinine Disulfate Tosylate,"A stable salt form of S-Adenosyl-L-methionine (SAMe), a compound involved in several biochemical pathways including transmethylation."
Alanyl Glutamine,"A dipeptide of L-alanine and L-glutamine, used as a nutritional supplement, particularly in parenteral nutrition, to provide a more stable form of glutamine."
Ambroxol Hydrochloride,A mucolytic agent used to help thin and clear mucus from the respiratory tract by increasing mucociliary clearance.
Amikacin Sulfate,"An aminoglycoside antibiotic used to treat a wide range of serious bacterial infections, particularly those resistant to other antibiotics."
Aminosalicylate,"A class of anti-inflammatory compounds, typically referring to 5-aminosalicylic acid (mesalazine) and its derivatives, used in conditions like inflammatory bowel disease."
Amitriptyline Hydrochloride,A tricyclic antidepressant primarily used to treat depression. It is also used for neuropathic pain and migraine prevention.
Amoxicillin,"A penicillin-class beta-lactam antibiotic used to treat various bacterial infections, including those of the respiratory tract, ear, nose, throat, skin, and urinary tract."
Amphotericin,An antifungal medication used for serious systemic fungal infections and leishmaniasis. It works by binding to ergosterol in fungal cell membranes.
Anti Rh Immunoglobulin,"A human immune globulin containing antibodies against the Rh(D) antigen. It is used to prevent Rh sensitization in Rh-negative individuals, particularly during pregnancy or after transfusion."
Ascorbate,"A salt of ascorbic acid, commonly known as Vitamin C. It is an essential nutrient involved in tissue repair, collagen formation, and functions as an antioxidant."
Ascorbic Acid,"A water-soluble vitamin (Vitamin C) essential for various physiological functions, acting as an antioxidant."
Bacitracin Zinc,"An antibiotic, often used topically, that inhibits bacterial cell wall synthesis."
Beclomethasone,"A synthetic corticosteroid with anti-inflammatory properties, commonly used in inhalers for asthma or nasal sprays for allergic rhinitis."
Benzathine Penicillin,"A long-acting form of penicillin G, a beta-lactam antibiotic used to treat bacterial infections."
Betahistine Dihydrochloride,"An anti-vertigo agent thought to improve microcirculation in the inner ear, often used for Meniere's disease."
Betahistine Mesylate,"A histamine analog used to improve symptoms of Meniere's disease, such as vertigo, tinnitus, and hearing loss. It is thought to improve microcirculation in the inner ear."
Bicarbonate,"An anion (HCO3-) vital for maintaining acid-base balance in the body, acting as a primary buffer. It is also a component of many antacids and effervescent formulations."
Bisglycinate,"A chelated form of a mineral (e.g., iron, magnesium) where the mineral is bound to two glycine molecules. This chelation often enhances the bioavailability and absorption of the mineral."
Brimonidine Tartrate,An alpha-2 adrenergic receptor agonist primarily used in ophthalmic preparations to reduce elevated intraocular pressure in patients with open-angle glaucoma or ocular hypertension.
Butyl 2 Cyanoacrylate,"A medical-grade tissue adhesive or 'super glue' used for wound closure and topical skin approximation. It polymerizes rapidly on contact with moisture, forming a strong bond."
Capsaicin,"A chemical compound found in chili peppers, often used topically as an analgesic to relieve pain."
Carbonate,A polyatomic anion (CO₃²⁻) and a salt of carbonic acid. It is commonly found in antacids and mineral supplements.
Carnitine Tartrate,"A stable salt form of L-carnitine, an amino acid derivative involved in fatty acid metabolism. It is often used as a dietary supplement."
Cephalexin,A first-generation cephalosporin antibiotic used to treat a variety of bacterial infections.
Cetirizine Hydrochloride,A second-generation antihistamine that helps relieve symptoms of allergies such as hay fever and hives.
Chadox1 Ncov 19 Corona Virus Vaccine,A recombinant viral vector vaccine developed for active immunization against SARS-CoV-2 (COVID-19).
Chiro Inositol,"D-chiro-inositol, a naturally occurring isomer of inositol that plays a role in cellular signaling pathways."
Chloride,A major extracellular anion and an essential electrolyte crucial for maintaining fluid balance and electrical neutrality in the body.
Chlorpheniramine,"An antihistamine of the alkylamine class, primarily used to relieve symptoms of allergies."
Chymotrypsin,A proteolytic enzyme produced in the pancreas that catalyzes the hydrolysis of proteins and polypeptides.
Ciprofloxacin Ophthalmic,A fluoroquinolone antibiotic formulated for topical administration to the eye. It is used to treat bacterial infections of the eye.
